State,Year,Month,Target
Texas,2018,9,2917
Texas,2018,10,2917
Texas,2018,11,2917
Texas,2018,12,2917
Washington,2018,1,2083
Washington,2018,2,2083
Washington,2018,3,2083
Washington,2018,4,2083
Washington,2018,5,2083
Washington,2018,6,2083
Washington,2018,7,2083
Washington,2018,8,2083
Washington,2018,9,2083
Washington,2018,10,2083
Washington,2018,11,2083
Washington,2018,12,2083
New York,2018,1,5417
New York,2018,2,5417
New York,2018,3,5417
New York,2018,4,5417
New York,2018,5,5417
New York,2018,6,5417
New York,2018,7,5417
New York,2018,8,5417
New York,2018,9,5417
New York,2018,10,5417
New York,2018,11,5417
New York,2018,12,5417
California,2018,1,7917
California,2018,2,7917
California,2018,3,7917
California,2018,4,7917
California,2018,5,7917
California,2018,6,7917
California,2018,7,7917
California,2018,8,7917
California,2018,9,7917
California,2018,10,7917
California,2018,11,7917
California,2018,12,7917
Utah,2018,1,250
Utah,2018,2,250
Utah,2018,3,250
Utah,2018,4,250
Utah,2018,5,250
Utah,2018,6,250
Utah,2018,7,250
Utah,2018,8,250
Utah,2018,9,250
Utah,2018,10,250
Utah,2018,11,250
Utah,2018,12,250
Oregon,2018,1,250
Oregon,2018,2,250
Oregon,2018,3,250
Oregon,2018,4,250
Oregon,2018,5,250
Oregon,2018,6,250
Oregon,2018,7,250
Oregon,2018,8,250
Oregon,2018,9,250
Oregon,2018,10,250
Oregon,2018,11,250
Oregon,2018,12,250
Rhode Island,2018,1,250
Rhode Island,2018,2,250
Rhode Island,2018,3,250
Rhode Island,2018,4,250
Rhode Island,2018,5,250
Rhode Island,2018,6,250
Rhode Island,2018,7,250
Rhode Island,2018,8,250
Rhode Island,2018,9,250
Rhode Island,2018,10,250
Rhode Island,2018,11,250
Rhode Island,2018,12,250
Wisconsin,2018,1,250
Wisconsin,2018,2,250
Wisconsin,2018,3,250
Wisconsin,2018,4,250
Wisconsin,2018,5,250
Wisconsin,2018,6,250
Wisconsin,2018,7,250
Wisconsin,2018,8,250
Wisconsin,2018,9,250
Wisconsin,2018,10,250
Wisconsin,2018,11,250
Wisconsin,2018,12,250
New Jersey,2018,1,250
New Jersey,2018,2,250
New Jersey,2018,3,250
New Jersey,2018,4,250
New Jersey,2018,5,250
New Jersey,2018,6,250
New Jersey,2018,7,250
New Jersey,2018,8,250
New Jersey,2018,9,250
New Jersey,2018,10,250
New Jersey,2018,11,250
New Jersey,2018,12,250
Delaware,2018,1,250
Delaware,2018,2,250
Delaware,2018,3,250
Delaware,2018,4,250
Delaware,2018,5,250
Delaware,2018,6,250
Delaware,2018,7,250
Delaware,2018,8,250
Delaware,2018,9,250
Delaware,2018,10,250
Delaware,2018,11,250
Delaware,2018,12,250
Tennessee,2018,1,250
Tennessee,2018,2,250
Tennessee,2018,3,250
Tennessee,2018,4,250
Tennessee,2018,5,250
Tennessee,2018,6,250
Tennessee,2018,7,250
Tennessee,2018,8,250
Tennessee,2018,9,250
Tennessee,2018,10,250
Tennessee,2018,11,250
Tennessee,2018,12,250
Georgia,2018,1,250
Georgia,2018,2,250
Georgia,2018,3,250
Georgia,2018,4,250
Georgia,2018,5,250
Georgia,2018,6,250
Georgia,2018,7,250
Georgia,2018,8,250
Georgia,2018,9,250
Georgia,2018,10,250
Georgia,2018,11,250
Georgia,2018,12,250
